user_id,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
255234412,Unturned,Trove,Tom Clancy's Ghost Recon Phantoms - EU,BLOCKADE 3D,Warframe,Robocraft,Heroes & Generals,Saints Row The Third,Clicker Heroes,Dirty Bomb,Counter-Strike Nexon Zombies,Homefront,Hitman Absolution,PAYDAY The Heist,Call of Duty Modern Warfare 3 - Multiplayer,Killing Floor,Rocket League,UberStrike,Mitos.is The Game,Marvel Heroes 2015
219481235,Tom Clancy's Ghost Recon Phantoms - NA,Counter-Strike Nexon Zombies,Heroes & Generals,Trove,Unturned,BLOCKADE 3D,No More Room in Hell,Tom Clancy's Ghost Recon Phantoms - EU,APB Reloaded,Neverwinter,Serious Sam HD The Second Encounter,Warframe,Dead Island,Magicka Wizard Wars,Archeblade,Saints Row The Third,Gotham City Impostors Free To Play,Realm of the Mad God,Dirty Bomb,Robocraft
27901693,Portal,Half-Life 2,Half-Life 2 Episode One,Half-Life 2 Episode Two,Portal 2,Fallout New Vegas,XCOM Enemy Unknown,Half-Life,Grand Theft Auto V,Left 4 Dead,Half-Life 2 Lost Coast,Dishonored,BioShock,Just Cause 2,Assassin's Creed II,Arma 2,S.T.A.L.K.E.R. Call of Pripyat,Arma 2 Operation Arrowhead,Amnesia The Dark Descent,Far Cry 3
205029231,Unturned,Trove,Tom Clancy's Ghost Recon Phantoms - EU,BLOCKADE 3D,Warframe,Robocraft,Heroes & Generals,Saints Row The Third,Clicker Heroes,Dirty Bomb,Counter-Strike Nexon Zombies,Homefront,Hitman Absolution,PAYDAY The Heist,Call of Duty Modern Warfare 3 - Multiplayer,Killing Floor,Rocket League,UberStrike,Mitos.is The Game,Marvel Heroes 2015
132917640,Counter-Strike Global Offensive,Left 4 Dead 2,Unturned,Rocket League,Clicker Heroes,DayZ,PAYDAY 2,Heroes & Generals,Warframe,Sid Meier's Civilization V,The Elder Scrolls V Skyrim,Trove,Borderlands 2,Tomb Raider,Garry's Mod,DARK SOULS II,Grand Theft Auto IV,Arma 2 Operation Arrowhead,Killing Floor,No More Room in Hell
24703611,Counter-Strike Source,Day of Defeat Source,Team Fortress 2,Half-Life 2 Deathmatch,Terraria,Left 4 Dead 2,Call of Duty Modern Warfare 2,Counter-Strike,Football Manager 2015,PAYDAY 2,Call of Duty Black Ops - Multiplayer,Garry's Mod,Alien Swarm,Call of Duty Modern Warfare 2 - Multiplayer,The Elder Scrolls V Skyrim,Half-Life 2 Lost Coast,Call of Duty Black Ops,Fallout New Vegas,Mount & Blade Warband,Zombie Panic Source
213022303,Portal 2,Portal,Fallout 4,Grand Theft Auto V,Fallout 3 - Game of the Year Edition,Just Cause 2,Fallout New Vegas,War Thunder,Dishonored,XCOM Enemy Unknown,PlanetSide 2,Arma 2 Operation Arrowhead,Starbound,Empire Total War,BioShock Infinite,BioShock,Left 4 Dead,Borderlands 2,Arma 2,Dungeon Defenders
200574126,Dota 2,Team Fortress 2,Garry's Mod,Warframe,Robocraft,War Thunder,Counter-Strike Global Offensive,Sid Meier's Civilization V,Counter-Strike Source,The Elder Scrolls V Skyrim,BLOCKADE 3D,Castle Crashers,PlanetSide 2,Spiral Knights,Tom Clancy's Ghost Recon Phantoms - NA,Don't Starve Together Beta,Panzar,AirMech,Heroes & Generals,Gotham City Impostors Free To Play
300944123,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
198561746,Unturned,Killing Floor,Left 4 Dead,Deus Ex Human Revolution,Dead Island,The Binding of Isaac,Chivalry Medieval Warfare,Counter-Strike Condition Zero,Tom Clancy's Ghost Recon Phantoms - EU,Portal 2,Terraria,XCOM Enemy Unknown,Portal,Killing Floor 2,Borderlands,PlanetSide 2,Counter-Strike Nexon Zombies,Battlefield Bad Company 2,Counter-Strike Condition Zero Deleted Scenes,Robocraft
57226729,Call of Duty Modern Warfare 2,Counter-Strike Source,Call of Duty Black Ops,Call of Duty Black Ops - Multiplayer,Day of Defeat Source,Call of Duty Modern Warfare 2 - Multiplayer,Age of Empires II HD Edition,Team Fortress 2,Football Manager 2015,PAYDAY 2,Half-Life 2 Deathmatch,Call of Duty Black Ops II - Multiplayer,Call of Duty 4 Modern Warfare,Counter-Strike,Total War SHOGUN 2,Call of Duty Black Ops II - Zombies,Counter-Strike Condition Zero,Call of Duty Modern Warfare 3,Call of Duty Black Ops II,Call of Duty Modern Warfare 3 - Multiplayer
144144570,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
38968408,Five Nights at Freddy's,Goat Simulator,Half-Life 2,The Escapists,Mitos.is The Game,Spore,Half-Life 2 Episode Two,Half-Life 2 Episode One,Town of Salem,Castle Crashers,The Forest,Half-Life Source,Five Nights at Freddy's 2,Don't Starve Together Beta,Turbo Dismount,Amnesia The Dark Descent,BLOCKADE 3D,Robocraft,Besiege,LEGO Worlds
108714391,Left 4 Dead 2,Counter-Strike,Left 4 Dead,Counter-Strike Source,Terraria,Counter-Strike Condition Zero,Counter-Strike Condition Zero Deleted Scenes,Counter-Strike Global Offensive,Day of Defeat,DayZ,Unturned,Killing Floor,Day of Defeat Source,Age of Empires II HD Edition,Half-Life 2,Call of Duty Modern Warfare 2 - Multiplayer,PAYDAY 2,The Elder Scrolls V Skyrim,Call of Duty Modern Warfare 3 - Multiplayer,Clicker Heroes
81834184,Mad Max,Warface,Brawlhalla,Hurtworld,The Lord of the Rings War in the North,Call of Juarez Gunslinger,Aftermath,A.V.A - Alliance of Valiant Arms,GameMaker Studio,Max Payne 3,Red Orchestra Ostfront 41-45,Tribes Ascend,Broforce,Resident Evil 6 / Biohazard 6,Warlock - Master of the Arcane,Resident Evil Revelations 2 / Biohazard Revela...,Darkest Hour Europe '44-'45,Football Manager 2016,Endless Legend,Valdis Story Abyssal City
121075133,Counter-Strike Global Offensive,Left 4 Dead 2,Unturned,Rocket League,Clicker Heroes,DayZ,PAYDAY 2,Heroes & Generals,Warframe,Sid Meier's Civilization V,The Elder Scrolls V Skyrim,Trove,Borderlands 2,Tomb Raider,Garry's Mod,DARK SOULS II,Grand Theft Auto IV,Arma 2 Operation Arrowhead,Killing Floor,No More Room in Hell
274602960,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
204967665,Mafia II,Football Manager 2016,Counter-Strike Source,Football Manager 2015,Day of Defeat Source,Rust,Day of Defeat,Rising Storm/Red Orchestra 2 Multiplayer,Insurgency Modern Infantry Combat,Tropico 3 - Steam Special Edition,Football Manager 2013,Rome Total War,Hurtworld,"Pirates, Vikings, & Knights II",Counter-Strike,Napoleon Total War,Left 4 Dead,Call of Duty Modern Warfare 2,The Ship,Zombie Panic Source
129762577,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
293197798,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
33591806,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
57319696,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
24932641,Half-Life 2,Half-Life 2 Episode One,Half-Life 2 Episode Two,Half-Life,Half-Life 2 Lost Coast,Far Cry 3,Portal,Half-Life Source,XCOM Enemy Unknown,Fallout New Vegas,Left 4 Dead,Need for Speed Hot Pursuit,The Elder Scrolls V Skyrim,Goat Simulator,Counter-Strike Condition Zero,Age of Empires III Complete Collection,Age of Empires II HD Edition,Call of Duty Modern Warfare 3,Assassin's Creed II,Counter-Strike Condition Zero Deleted Scenes
128792215,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
284096202,Unturned,Robocraft,BLOCKADE 3D,Heroes & Generals,War Thunder,Dirty Bomb,Don't Starve,The Binding of Isaac,Warframe,PAYDAY The Heist,Trove,PlanetSide 2,Castle Crashers,Killing Floor,Don't Starve Together Beta,Clicker Heroes,Tom Clancy's Ghost Recon Phantoms - EU,Warface,HAWKEN,WARMODE
86978692,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
154787874,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
64657716,Call of Duty Modern Warfare 2,Call of Duty Modern Warfare 2 - Multiplayer,Call of Duty Black Ops,Age of Empires II HD Edition,Call of Duty Black Ops - Multiplayer,Call of Duty Black Ops II - Multiplayer,Call of Duty Black Ops II - Zombies,Call of Duty Black Ops II,Day of Defeat Source,Counter-Strike Source,Total War ROME II - Emperor Edition,Football Manager 2015,Call of Duty 4 Modern Warfare,H1Z1,Company of Heroes 2,Call of Duty Modern Warfare 3,Call of Duty Modern Warfare 3 - Multiplayer,R.U.S.E,Call of Duty World at War,Total War SHOGUN 2
242729494,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
274439260,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
216303146,Garry's Mod,Team Fortress 2,The Elder Scrolls V Skyrim,Warframe,Sid Meier's Civilization V,Fallout New Vegas,PAYDAY 2,Saints Row The Third,Left 4 Dead 2,Terraria,Far Cry 3,Trove,Borderlands 2,Unturned,Counter-Strike Source,Saints Row IV,DC Universe Online,Counter-Strike Nexon Zombies,Portal 2,Spore
159741914,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
10267553,Age of Empires III Complete Collection,Half-Life 2,Half-Life 2 Episode Two,The Sims(TM) 3,Unturned,Half-Life 2 Episode One,Undertale,SimCity 4 Deluxe,Torchlight,Democracy 3,Medieval II Total War,Plants vs. Zombies Game of the Year,Scribblenauts Unlimited,Portal,Plague Inc Evolved,Call of Duty Black Ops,Tropico 5,Cities XL 2012,RollerCoaster Tycoon 3 Platinum!,Kerbal Space Program
194694340,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
232959254,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
250369736,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
254992432,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
248376475,Unturned,Trove,Tom Clancy's Ghost Recon Phantoms - EU,BLOCKADE 3D,Warframe,Robocraft,Heroes & Generals,Saints Row The Third,Clicker Heroes,Dirty Bomb,Counter-Strike Nexon Zombies,Homefront,Hitman Absolution,PAYDAY The Heist,Call of Duty Modern Warfare 3 - Multiplayer,Killing Floor,Rocket League,UberStrike,Mitos.is The Game,Marvel Heroes 2015
107417121,BioShock Infinite,Portal 2,Portal,Alan Wake,Garry's Mod,South Park The Stick of Truth,Fallout 4,Thief,Empire Total War,Just Cause 2,Team Fortress 2,Call of Juarez Gunslinger,BioShock,Call of Duty Ghosts - Multiplayer,Alan Wake's American Nightmare,Hitman Absolution,The Witcher 2 Assassins of Kings Enhanced Edition,Deus Ex Human Revolution,Torchlight II,Tom Clancy's Ghost Recon Phantoms - EU
40754921,Half-Life 2,Half-Life 2 Episode One,Half-Life 2 Episode Two,Half-Life,Half-Life 2 Lost Coast,Far Cry 3,Portal,Half-Life Source,XCOM Enemy Unknown,Fallout New Vegas,Left 4 Dead,Need for Speed Hot Pursuit,Counter-Strike Condition Zero,The Elder Scrolls V Skyrim,Age of Empires III Complete Collection,Goat Simulator,Call of Duty Modern Warfare 3,Age of Empires II HD Edition,Assassin's Creed II,Amnesia The Dark Descent
141693292,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
207216516,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
115990965,Team Fortress 2,Garry's Mod,The Elder Scrolls V Skyrim,DC Universe Online,Sid Meier's Civilization V,PAYDAY 2,Warframe,Counter-Strike Source,Fallout New Vegas,Borderlands 2,Dota 2,Terraria,Alien Swarm,Portal 2,Left 4 Dead 2,Call of Duty Modern Warfare 2,Rust,Mount & Blade Warband,Cities Skylines,Call of Duty Black Ops - Multiplayer
239045127,Rust,Counter-Strike Global Offensive,Left 4 Dead 2,Rocket League,Borderlands 2,H1Z1,7 Days to Die,PAYDAY 2,DARK SOULS II,Torchlight II,Hero Siege,Don't Starve Together Beta,No More Room in Hell,DayZ,Sid Meier's Civilization V,RollerCoaster Tycoon 3 Platinum!,Robocraft,War Thunder,Clicker Heroes,Call of Duty World at War
282502466,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
304213220,Day of Defeat Source,Half-Life 2 Lost Coast,Half-Life 2 Episode Two,Source Filmmaker,Half-Life 2 Episode One,Super Monday Night Combat,Call of Duty Modern Warfare 2,Age of Empires II HD Edition,R.U.S.E,F.E.A.R. 2 Project Origin,Left 4 Dead,Zombie Panic Source,PAYDAY The Heist,Call of Duty Modern Warfare 2 - Multiplayer,Age of Empires III Complete Collection,Half-Life 2,Synergy,Call of Duty Black Ops,Call of Duty Black Ops - Multiplayer,Age of Chivalry
83355221,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
299644153,FreeStyle2 Street Basketball,Time Clickers,Wolfenstein The New Order,Call of Duty Advanced Warfare,Survarium,Far Cry 4,Dying Light,MicroVolts Surge,Construction-Simulator 2015,NBA 2K14,Just Cause 2 Multiplayer Mod,Serious Sam HD The Second Encounter,Call of Duty Black Ops II,Neverwinter,Dota 2,Enemy Front,Block N Load,Dishonored (RU),Aftermath,APB Reloaded
139149185,Counter-Strike Source,Left 4 Dead 2,Team Fortress 2,Terraria,PAYDAY 2,The Elder Scrolls V Skyrim,Garry's Mod,Day of Defeat Source,Counter-Strike,Half-Life 2 Deathmatch,Call of Duty Modern Warfare 2 - Multiplayer,Call of Duty Modern Warfare 2,Sid Meier's Civilization V,Counter-Strike Global Offensive,Warframe,Total War SHOGUN 2,Alien Swarm,Borderlands 2,Call of Duty Black Ops - Multiplayer,Football Manager 2015
34965931,TERA,DC Universe Online,Dungeons & Dragons Online,Forsaken World,Magic Duels,Tales of Maj'Eyal,Dizzel,AdVenture Capitalist,Alien Swarm,Star Trek Online,Fallout New Vegas,Cities Skylines,Dragons and Titans,Aion,Football Manager 2013,Gems of War,SMITE,Team Fortress 2,The Repopulation,Assassin's Creed Syndicate
149556407,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
242412972,Stronghold HD,Sniper Ghost Warrior 2,Sins of a Solar Empire Rebellion,LEGO Worlds,Stronghold Crusader HD,Game of Thrones,Total War SHOGUN 2,Stronghold 3,RollerCoaster Tycoon 2 Triple Thrill Pack,Rise of Nations Extended Edition,Mount & Blade With Fire and Sword,BLOCKADE 3D,Sid Meier's Civilization III Complete,Total War ATTILA,STAR WARS Knights of the Old Republic II The S...,Life is Feudal Your Own,Star Wars Empire at War Gold,Sniper Ghost Warrior,HAWKEN,Age of Empires III Complete Collection
174689200,Team Fortress 2,Garry's Mod,The Elder Scrolls V Skyrim,DC Universe Online,Sid Meier's Civilization V,PAYDAY 2,Warframe,Counter-Strike Source,Fallout New Vegas,Borderlands 2,Dota 2,Terraria,Alien Swarm,Portal 2,Left 4 Dead 2,Call of Duty Modern Warfare 2,Rust,Mount & Blade Warband,Cities Skylines,Call of Duty Black Ops - Multiplayer
242985754,Dota 2,Team Fortress 2,Counter-Strike Source,Garry's Mod,Counter-Strike Global Offensive,Warframe,The Elder Scrolls V Skyrim,Sid Meier's Civilization V,Counter-Strike,Empire Total War,FreeStyle2 Street Basketball,Free to Play,War Thunder,Spiral Knights,DiggerOnline,Football Manager 2013,Archeblade,Stronghold Kingdoms,Borderlands 2 RU,Grand Theft Auto V
129704982,Team Fortress 2,Garry's Mod,The Elder Scrolls V Skyrim,Sid Meier's Civilization V,DC Universe Online,PAYDAY 2,Warframe,Counter-Strike Source,Fallout New Vegas,Borderlands 2,Dota 2,Terraria,Alien Swarm,Portal 2,Left 4 Dead 2,Call of Duty Modern Warfare 2,Rust,Mount & Blade Warband,Cities Skylines,Call of Duty Black Ops - Multiplayer
308691324,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
160042745,Dota 2,Team Fortress 2,Left 4 Dead 2,Sid Meier's Civilization V,Garry's Mod,Counter-Strike Global Offensive,War Thunder,Counter-Strike Source,Don't Starve Together Beta,This War of Mine,The Elder Scrolls V Skyrim,Portal 2,Borderlands 2,Grand Theft Auto V,Rust,PAYDAY 2,Chivalry Medieval Warfare,DayZ,AdVenture Capitalist,The Forest
150472108,Counter-Strike Global Offensive,Unturned,Don't Starve Together Beta,Clicker Heroes,Robocraft,Dota 2,Trove,Warframe,Rocket League,Left 4 Dead 2,Castle Crashers,Tom Clancy's Ghost Recon Phantoms - NA,BattleBlock Theater,War Thunder,No More Room in Hell,Heroes & Generals,BLOCKADE 3D,Don't Starve,The Binding of Isaac,Garry's Mod
154281477,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
104321718,Dota 2,Team Fortress 2,Counter-Strike Source,Garry's Mod,Counter-Strike Global Offensive,Warframe,The Elder Scrolls V Skyrim,Sid Meier's Civilization V,Counter-Strike,Empire Total War,Free to Play,FreeStyle2 Street Basketball,War Thunder,Spiral Knights,DiggerOnline,Football Manager 2013,Archeblade,Stronghold Kingdoms,Borderlands 2 RU,Grand Theft Auto V
36495125,Warface,Age of Empires III Complete Collection,HAWKEN,BLOCKADE 3D,Counter-Strike Nexon Zombies,Fallout New Vegas,PAYDAY The Heist,School of Dragons How to Train Your Dragon,The Sims(TM) 3,The LEGO Movie - Videogame,Star Trek Online,Lead and Gold - Gangs of the Wild West,Sid Meier's Civilization III Complete,Defiance,Order of War,Tactical Intervention,LEGO Jurassic World,Kingdom Wars,Call of Duty Modern Warfare 3 - Multiplayer,War Inc. Battlezone
223586930,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
259614031,AdVenture Capitalist,Left 4 Dead 2,ARK Survival Evolved,Grand Theft Auto V,Euro Truck Simulator 2,Football Manager 2013,The Elder Scrolls V Skyrim,Magic Duels,Dying Light,Fishing Planet,The Binding of Isaac Rebirth,Heroes & Generals,Cities Skylines,Football Manager 2012,Time Clickers,Loadout,Garry's Mod,Sid Meier's Civilization V,Sniper Elite V2,Path of Exile
133964193,Dota 2,H1Z1,Counter-Strike Global Offensive,Age of Empires II HD Edition,Dirty Bomb,Insurgency,GRID 2,DayZ,Loadout,Counter-Strike,Team Fortress 2,FINAL FANTASY XIV A Realm Reborn,PAYDAY The Heist,RIFT,Call of Duty Black Ops II,The Elder Scrolls V Skyrim,Dungeon Defenders II,Call of Duty Black Ops II - Multiplayer,ARK Survival Evolved,Call of Duty Black Ops II - Zombies
250739065,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
130145396,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
302614540,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
120606442,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
61428062,Half-Life 2,Half-Life 2 Episode One,Half-Life 2 Episode Two,Portal,Half-Life 2 Lost Coast,Half-Life,Fallout New Vegas,Half-Life Source,The Elder Scrolls V Skyrim,Portal 2,XCOM Enemy Unknown,Far Cry 3,Left 4 Dead,Amnesia The Dark Descent,F.E.A.R. 2 Project Origin,Portal Stories Mel,Audiosurf,Grand Theft Auto V,Garry's Mod,Age of Empires III Complete Collection
54819677,Half-Life 2,The Elder Scrolls V Skyrim,Half-Life 2 Episode One,Half-Life 2 Episode Two,Far Cry 3,Fallout New Vegas,Garry's Mod,Sid Meier's Civilization V,Call of Duty Modern Warfare 3 - Multiplayer,Team Fortress 2,Grand Theft Auto IV,F.E.A.R. 2 Project Origin,Grand Theft Auto V,Call of Duty Modern Warfare 3,Saints Row The Third,Call of Duty Modern Warfare 2 - Multiplayer,AdVenture Capitalist,Left 4 Dead 2,Age of Empires II HD Edition,Unturned
251241445,Day of Defeat,Day of Defeat Source,Counter-Strike Condition Zero,Lead and Gold - Gangs of the Wild West,Counter-Strike Condition Zero Deleted Scenes,Age of Empires II HD Edition,Left 4 Dead,Half-Life 2 Lost Coast,Age of Empires III Complete Collection,Warface,Half-Life 2 Deathmatch,TrackMania Valley,Nobunaga's Ambition Souzou with Power Up Kit,Super Monday Night Combat,Half-Life,Football Manager 2012,Star Trek Online,NOBUNAGA'S AMBITION Kakushin with Power Up Kit,PAYDAY The Heist,Hurtworld
116478374,Call of Duty Black Ops II - Multiplayer,Call of Duty Black Ops,Call of Duty 4 Modern Warfare,Call of Duty Black Ops II,Call of Duty Modern Warfare 2,Call of Duty Black Ops II - Zombies,Call of Duty Black Ops - Multiplayer,Age of Empires II HD Edition,Call of Duty Modern Warfare 2 - Multiplayer,Call of Duty Modern Warfare 3,R.U.S.E,Call of Duty Advanced Warfare,Call of Duty Ghosts - Multiplayer,Call of Duty Ghosts,Call of Duty Modern Warfare 3 - Multiplayer,Total War ROME II - Emperor Edition,Insurgency,Counter-Strike Condition Zero,Company of Heroes 2,Call of Duty Black Ops III
4877411,Counter-Strike Condition Zero,Left 4 Dead,Counter-Strike Condition Zero Deleted Scenes,Counter-Strike,Day of Defeat,Counter-Strike Source,Day of Defeat Source,Terraria,Half-Life 2,Age of Empires II HD Edition,Killing Floor,Call of Duty Black Ops - Multiplayer,Half-Life 2 Deathmatch,Arma 3,Borderlands,PAYDAY The Heist,Sniper Elite V2,Call of Duty Modern Warfare 3 - Multiplayer,Call of Duty Black Ops,Unturned
48334326,Half-Life 2,Half-Life 2 Episode One,Half-Life 2 Episode Two,Portal,Half-Life,Portal 2,Half-Life 2 Lost Coast,Fallout New Vegas,XCOM Enemy Unknown,Left 4 Dead,Half-Life Source,Assassin's Creed II,Grand Theft Auto V,Amnesia The Dark Descent,BioShock,Dishonored,Half-Life Blue Shift,Half-Life Opposing Force,Synergy,S.T.A.L.K.E.R. Call of Pripyat
208516514,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
171400391,Call of Duty Modern Warfare 2,Call of Duty Modern Warfare 2 - Multiplayer,Call of Duty Black Ops,Age of Empires II HD Edition,Call of Duty Black Ops - Multiplayer,Call of Duty Black Ops II - Multiplayer,Call of Duty Black Ops II - Zombies,Call of Duty Black Ops II,Day of Defeat Source,Total War ROME II - Emperor Edition,H1Z1,Call of Duty 4 Modern Warfare,Football Manager 2015,Company of Heroes 2,Call of Duty Modern Warfare 3,Counter-Strike Source,Call of Duty Modern Warfare 3 - Multiplayer,Call of Duty World at War,R.U.S.E,PAYDAY 2
70967454,Sid Meier's Civilization V,STAR WARS Knights of the Old Republic II The S...,Cities Skylines,Total War SHOGUN 2,Borderlands 2,The Witcher 3 Wild Hunt,Torchlight II,Borderlands The Pre-Sequel,Star Wars Knights of the Old Republic,Garry's Mod,Divinity Original Sin,The Witcher 2 Assassins of Kings Enhanced Edition,Stronghold 3,Fallout 3 - Game of the Year Edition,The Elder Scrolls V Skyrim,Team Fortress 2,Empire Total War,FINAL FANTASY VII,Fallout 4,Star Trek Online
213854339,Homefront,SimCity 4 Deluxe,Tropico 5,Franchise Hockey Manager 2014,Tropico 4,Unturned,Omerta - City of Gangsters,Sniper Ghost Warrior,LEGO MARVEL Super Heroes,Life Is Strange,Mitos.is The Game,Age of Empires III Complete Collection,Sid Meier's Pirates!,Fable - The Lost Chapters,Napoleon Total War,LEGO Jurassic World,Sniper Elite V2,The LEGO Movie - Videogame,The Sims(TM) 3,Half-Life 2 Episode Two
297811211,Unturned,Team Fortress 2,Garry's Mod,Warframe,DC Universe Online,The Elder Scrolls V Skyrim,PAYDAY 2,Robocraft,Sid Meier's Civilization V,Terraria,Tom Clancy's Ghost Recon Phantoms - EU,Fallout New Vegas,Borderlands 2,Saints Row The Third,BLOCKADE 3D,Counter-Strike Source,War Thunder,Trove,Warface,Clicker Heroes
176539817,Saints Row IV,Castle Crashers,BattleBlock Theater,PAYDAY 2,Rust,Brawlhalla,BLOCKADE 3D,Torchlight II,Garry's Mod,Terraria,Unturned,Spore,Team Fortress 2,Borderlands 2,Broforce,Call of Duty Black Ops,Magicka,Surgeon Simulator,Trine 2,Clicker Heroes
143137329,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
183210904,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
240177990,Age of Empires II HD Edition,Call of Duty Modern Warfare 2,Call of Duty Black Ops - Multiplayer,Call of Duty Black Ops,Day of Defeat Source,Call of Duty Modern Warfare 2 - Multiplayer,Call of Duty 4 Modern Warfare,Age of Empires III Complete Collection,Counter-Strike Condition Zero,Endless Space,Football Manager 2015,Orcs Must Die!,Mount & Blade Warband,7 Days to Die,RIFT,Titan Quest Immortal Throne,Besiege,Unreal Tournament 3 Black Edition,Super Monday Night Combat,The Elder Scrolls IV Oblivion
235264279,Dota 2,Tales from the Borderlands,South Park The Stick of Truth,Counter-Strike Global Offensive,Wolfenstein The New Order German Edition,Runestone Keeper,Call of Duty Ghosts - Multiplayer,Marvel Heroes 2015,Tomb Raider,Plague Inc Evolved,Don't Starve Together Beta,Gauntlet,Free to Play,LEGO MARVEL Super Heroes,Call of Duty Ghosts,Child of Light,Sniper Ghost Warrior,The Walking Dead Season Two,Ori and the Blind Forest,FreeStyle2 Street Basketball
9740704,Counter-Strike Source,Left 4 Dead,Counter-Strike,Day of Defeat Source,Terraria,Counter-Strike Condition Zero,Counter-Strike Condition Zero Deleted Scenes,Half-Life 2,Day of Defeat,Team Fortress 2,Left 4 Dead 2,Half-Life 2 Deathmatch,Call of Duty Black Ops - Multiplayer,The Elder Scrolls V Skyrim,PAYDAY 2,Call of Duty Modern Warfare 2 - Multiplayer,Fallout New Vegas,Portal,Age of Empires II HD Edition,Killing Floor
100070732,Empire Total War,Wargame Red Dragon,Wargame European Escalation,Cities Skylines,Sid Meier's Civilization Beyond Earth,Wargame AirLand Battle,Banished,Tropico 4,War of the Roses,Total War ATTILA,Anno 2070,Spintires,Kerbal Space Program,Prison Architect,Sniper Ghost Warrior,Men of War Assault Squad,Galactic Civilizations III,Stronghold Crusader 2,FTL Faster Than Light,Hearts of Iron III
